Circuit,ActCost,Act Gate Count,sim Cost 0,sim Gate Count 0,sim Runtime 0,sim Transpile Time 0,sim Cost 1,sim Gate Count 1,sim Runtime 1,sim Transpile Time 1,sim Cost 2,sim Gate Count 2,sim Runtime 2,sim Transpile Time 2,sim Cost 3,sim Gate Count 3,sim Runtime 3,sim Transpile Time 3,Cost 0,Gate Count 0,Runtime 0,Transpile Time 0,Cost 1,Gate Count 1,Runtime 1,Transpile Time 1,Cost 2,Gate Count 2,Runtime 2,Transpile Time 2,Cost 3,Gate Count 3,Runtime 3,Transpile Time 3
"    Gate Qubit
0      h     2
1      y     4
2      h     2
3      h     1
4      h     6
5      h     4
6     cx   0,3
7      h     3
8   swap   4,0
9      h     3
10     h     3
11    cx   0,5
12     h     1
13     h     2
14    cx   6,5",47,15,140.0,56.0,0.10881605515069155,0.010380983352661133,42.0,18.0,0.10395964304549575,0.012017965316772461,42.0,18.0,0.09951100688119026,0.015079259872436523,42.0,18.0,0.0955666728391279,0.040068864822387695,140.0,56.0,0.06829047203063965,0.01205897331237793,42.0,18.0,0.08214354515075684,0.016538619995117188,42.0,18.0,0.08764314651489258,0.020039796829223633,42.0,18.0,0.08024907112121582,0.03735971450805664
"  Gate  Qubit
0    h      5
1    h      2
2    h      3
3    x      1
4    x      0
5    h      5
6    h      3
7    z      4
8    x      5",14,9,19.0,19.0,0.10721111495703389,0.004506111145019531,7.0,7.0,0.10347317320808738,0.008038759231567383,7.0,7.0,0.09905779201117926,0.012546062469482422,7.0,7.0,0.09471170067791504,0.020066261291503906,19.0,19.0,0.06479716300964355,0.006013393402099609,7.0,7.0,0.1518397331237793,0.008002519607543945,7.0,7.0,0.08418607711791992,0.012526273727416992,7.0,7.0,0.08116412162780762,0.020035505294799805
"   Gate Qubit
0  swap   2,1
1     h     4
2  swap   2,5
3     h     6
4    cx   4,5
5     h     5",33,6,89.0,25.0,0.10975757272816551,0.010263681411743164,44.0,16.0,0.10424954920186555,0.012040376663208008,44.0,16.0,0.099775833363879,0.014011144638061523,44.0,16.0,0.0955454024234062,0.026560544967651367,89.0,25.0,0.07235980033874512,0.008054018020629883,44.0,16.0,0.0923154354095459,0.012026309967041016,44.0,16.0,0.09314250946044922,0.014425992965698242,44.0,16.0,0.08061742782592773,0.026073217391967773
"  Gate Qubit
0    y     2
1   cx   6,4
2   cx   6,5
3    h     3
4   cx   3,4
5    h     2
6   cx   6,3
7   cx   3,5
8    x     3",31,9,97.0,29.0,0.10964567615974548,0.008030414581298828,77.0,21.0,0.10526072879204462,0.016108036041259766,67.0,19.0,0.10060379990954442,0.020063400268554688,51.0,23.0,0.09630125337763151,0.0771784782409668,97.0,29.0,0.06777358055114746,0.011536598205566406,77.0,21.0,0.0798947811126709,0.02569746971130371,97.0,25.0,0.08017492294311523,0.036063432693481445,62.0,18.0,0.06913542747497559,0.07012653350830078
"   Gate  Qubit
0     x      2
1     y      5
2     y      4
3     x      1
4     x      5
5     y      3
6     x      0
7     x      0
8     x      3
9     z      4
10    z      5
11    x      1
12    z      0
13    z      5
14    x      2
15    z      6
16    z      1
17    z      0
18    x      0
19    z      0
20    y      6
21    y      2
22    z      6
23    x      6
24    y      4
25    y      5
26    z      2
27    y      0
28    x      5
29    x      2
30    y      5
31    x      5
32    z      0
33    x      4
34    x      5
35    z      0
36    x      0
37    z      6
38    z      1
39    y      3
40    y      3
41    y      2
42    y      4
43    y      6
44    z      3
45    y      6
46    x      0",47,47,107.0,107.0,0.10206731886587267,0.004004716873168945,4.0,4.0,0.10373970995172387,0.012020587921142578,4.0,4.0,0.09922198131517201,0.012077569961547852,4.0,4.0,0.09471356297287255,0.012539386749267578,107.0,107.0,0.06728959083557129,0.008039712905883789,4.0,4.0,0.08114838600158691,0.014028787612915039,4.0,4.0,0.08548808097839355,0.01885080337524414,4.0,4.0,0.0808413028717041,0.022547483444213867
"   Gate  Qubit
0     x      4
1     z      0
2     y      4
3     x      4
4     y      3
5     x      3
6     y      5
7     x      2
8     z      4
9     z      5
10    y      6
11    h      4",13,12,30.0,30.0,0.10665038069281468,0.008019447326660156,9.0,9.0,0.10343697877915957,0.011536836624145508,9.0,9.0,0.09902200881432972,0.016062021255493164,9.0,9.0,0.09459432355363928,0.020034313201904297,30.0,30.0,0.06050729751586914,0.00600886344909668,9.0,9.0,0.08295226097106934,0.016010046005249023,9.0,9.0,0.09237122535705566,0.018779277801513672,9.0,9.0,0.15761661529541016,0.020032405853271484
"   Gate Qubit
0    cx   3,1
1     y     4
2    cx   6,2
3    cx   6,3
4     y     0
5    cx   2,5
6    cx   6,5
7     z     6
8     z     1
9    cx   1,6
10    y     3
11   cx   3,5
12    z     5
13   cx   6,0",46,14,223.0,59.0,0.11213407846004096,0.012034177780151367,114.0,30.0,0.1059469572311682,0.0161898136138916,149.0,37.0,0.1025330280920698,0.029413700103759766,129.0,53.0,0.09755093918316841,0.11745810508728027,238.0,62.0,0.08643770217895508,0.010751962661743164,189.0,45.0,0.08119773864746094,0.02456068992614746,114.0,30.0,0.08184003829956055,0.03348684310913086,95.0,35.0,0.0730738639831543,0.10042619705200195
"   Gate Qubit
0    cx   5,3
1     h     4
2     h     2
3     z     3
4     h     0
5     z     1
6     h     2
7     x     2
8     z     5
9     h     0
10    x     3
11    h     6
12    h     4
13   cx   2,3",29,14,51.0,31.0,0.10751350536257064,0.010528564453125,18.0,10.0,0.10364316350903842,0.008015155792236328,18.0,10.0,0.09920533452375027,0.01154637336730957,18.0,10.0,0.09497490906637185,0.024096012115478516,51.0,31.0,0.06867551803588867,0.013056755065917969,18.0,10.0,0.08924674987792969,0.016559839248657227,18.0,10.0,0.09121274948120117,0.02005743980407715,18.0,10.0,0.09555745124816895,0.03114151954650879
"   Gate  Qubit
0     z      1
1     z      5
2     y      5
3     y      4
4     x      3
5     x      5
6     z      3
7     x      5
8     x      0
9     z      1
10    y      0
11    y      6
12    z      0
13    y      4
14    x      5
15    y      4
16    x      6
17    x      3
18    x      5
19    z      0
20    z      6
21    y      5
22    z      6
23    x      0
24    h      4
25    x      4
26    z      2
27    y      4
28    y      2
29    x      4
30    y      4
31    y      5
32    y      4
33    y      4
34    y      1
35    x      3
36    z      2
37    x      4
38    x      2
39    z      6
40    x      4
41    z      5
42    y      1
43    x      6
44    y      3
45    x      2
46    y      6
47    x      0
48    z      3",50,49,119.0,119.0,0.10146049070729986,0.008049726486206055,10.0,10.0,0.10338087275447332,0.011633157730102539,10.0,10.0,0.09898658502163404,0.01705765724182129,10.0,10.0,0.09446745271292165,0.017053604125976562,119.0,119.0,0.06126856803894043,0.008035659790039062,10.0,10.0,0.08435773849487305,0.020250558853149414,10.0,10.0,0.08536815643310547,0.01912975311279297,10.0,10.0,0.0884549617767334,0.028131961822509766
"   Gate Qubit
0  swap   3,2
1  swap   2,5
2     h     5
3     h     3
4    cx   4,0
5  swap   2,1
6     z     5
7     h     0",45,8,165.0,41.0,0.11145642575586234,0.012036323547363281,59.0,19.0,0.10459221657845878,0.012013673782348633,59.0,19.0,0.10017835419869311,0.016587018966674805,59.0,19.0,0.09610789253667339,0.036092281341552734,165.0,41.0,0.07225537300109863,0.012044429779052734,59.0,19.0,0.08485889434814453,0.012010812759399414,59.0,19.0,0.17718267440795898,0.021047353744506836,59.0,19.0,0.07064437866210938,0.03660011291503906
"   Gate Qubit
0     h     3
1     h     3
2    cx   4,2
3     h     2
4     h     5
5     h     1
6     h     2
7     h     3
8     h     2
9    cx   1,3
10    z     3
11    h     5
12    x     3
13    h     2
14    h     6",34,15,120.0,52.0,0.10831524390157488,0.00850677490234375,21.0,13.0,0.10351671434364353,0.010124683380126953,21.0,13.0,0.09904155096874141,0.012032508850097656,21.0,13.0,0.09490216681040103,0.028540849685668945,90.0,46.0,0.06416749954223633,0.012216329574584961,21.0,13.0,0.08164048194885254,0.012009143829345703,21.0,13.0,0.08555388450622559,0.01947188377380371,21.0,13.0,0.08170318603515625,0.03606986999511719
"  Gate  Qubit
0    h      0
1    h      1
2    x      2",5,3,7.0,7.0,0.10794551278938526,0.006008148193359375,7.0,7.0,0.10348402425185975,0.008510589599609375,7.0,7.0,0.09899949026866711,0.010010957717895508,7.0,7.0,0.09452680525242348,0.012026548385620117,7.0,7.0,0.07268691062927246,0.004004478454589844,7.0,7.0,0.08377885818481445,0.008515119552612305,7.0,7.0,0.09105205535888672,0.011038541793823242,7.0,7.0,0.0895240306854248,0.015535831451416016
"   Gate Qubit
0    cx   1,0
1     h     0
2     h     4
3  swap   1,6
4    cx   3,6
5  swap   5,6",36,6,106.0,26.0,0.11033895060892918,0.008033275604248047,46.0,14.0,0.10444667591827973,0.008028507232666016,46.0,14.0,0.10011241161958702,0.01606297492980957,46.0,14.0,0.09588027543676292,0.028538227081298828,106.0,26.0,0.06456875801086426,0.00822758674621582,46.0,14.0,0.08519506454467773,0.01202535629272461,46.0,14.0,0.0890493392944336,0.01596546173095703,46.0,14.0,0.08065652847290039,0.02453017234802246
"   Gate Qubit
0  swap   5,0
1     z     2",12,2,46.0,10.0,0.10937116145841692,0.008002996444702148,16.0,4.0,0.10421195185750698,0.010020256042480469,16.0,4.0,0.09969337334132666,0.010040283203125,16.0,4.0,0.09530046186517606,0.015524625778198242,46.0,10.0,0.0701291561126709,0.008056402206420898,16.0,4.0,0.08468985557556152,0.01001882553100586,16.0,4.0,0.17352628707885742,0.008505582809448242,16.0,4.0,0.08167886734008789,0.01667022705078125
"    Gate Qubit
0      x     3
1      x     4
2      h     6
3      h     2
4      h     2
5     cx   3,5
6      h     0
7      h     5
8   swap   2,5
9      h     4
10     z     4
11     h     2
12     h     2
13     h     5
14    cx   3,4
15     h     0
16     z     1
17     z     1
18     y     6
19     h     2
20     h     6",51,21,101.0,57.0,0.10697971819940612,0.008183717727661133,40.0,20.0,0.10367012070573237,0.012012243270874023,40.0,20.0,0.09930262885511418,0.01860189437866211,45.0,25.0,0.09517041253531112,0.04810166358947754,101.0,57.0,0.0692448616027832,0.012064456939697266,40.0,20.0,0.07873725891113281,0.019666433334350586,40.0,20.0,0.08140707015991211,0.021047592163085938,46.0,26.0,0.07118940353393555,0.056595563888549805
"   Gate Qubit
0  swap   1,2
1     h     6
2  swap   3,2
3     h     4
4     h     3
5    cx   2,5",33,6,74.0,22.0,0.10940867107326546,0.010019302368164062,44.0,16.0,0.10415731258825328,0.008029699325561523,44.0,16.0,0.09977644198735487,0.014037609100341797,44.0,16.0,0.09548789572957875,0.02406001091003418,74.0,22.0,0.07503509521484375,0.008529901504516602,44.0,16.0,0.0960385799407959,0.011539220809936523,44.0,16.0,0.09699487686157227,0.015642642974853516,44.0,16.0,0.0832972526550293,0.026073455810546875
"  Gate Qubit
0    y     0
1   cx   5,3
2    z     0
3    x     0
4    h     3
5    h     1",12,6,18.0,14.0,0.1076988985492496,0.005524873733520508,11.0,7.0,0.10364528552500875,0.008011102676391602,11.0,7.0,0.09932263442020682,0.016550540924072266,11.0,7.0,0.09493026577039954,0.022058486938476562,18.0,14.0,0.0686798095703125,0.0040435791015625,11.0,7.0,0.08930540084838867,0.01221156120300293,11.0,7.0,0.08917117118835449,0.017164230346679688,11.0,7.0,0.09190559387207031,0.02805185317993164
"   Gate Qubit
0     y     1
1    cx   4,1
2     h     2
3     h     3
4     h     6
5     x     5
6     h     3
7     h     6
8     h     2
9     h     3
10    h     3
11    y     1
12    h     1
13    h     5
14    h     1
15    h     1",32,16,82.0,54.0,0.10655214712195994,0.01203012466430664,13.0,9.0,0.10352864313537952,0.008011102676391602,13.0,9.0,0.09920595364891695,0.016548871994018555,13.0,9.0,0.09495227987137944,0.028087615966796875,82.0,54.0,0.14275383949279785,0.008025884628295898,13.0,9.0,0.09295511245727539,0.015624046325683594,13.0,9.0,0.08019495010375977,0.024110794067382812,13.0,9.0,0.08799338340759277,0.028069496154785156
"    Gate Qubit
0      y     3
1      h     4
2      x     2
3      y     5
4      x     2
5      z     2
6      z     5
7      h     3
8      x     0
9      z     4
10     z     3
11     y     6
12     z     0
13     y     5
14  swap   3,0
15    cx   2,0
16     x     2
17     x     3
18     y     2",35,19,91.0,51.0,0.10725679899197621,0.012527704238891602,34.0,18.0,0.10360319111119201,0.011541604995727539,32.0,16.0,0.09930489095146328,0.016067981719970703,32.0,16.0,0.09515569753728219,0.0321497917175293,91.0,51.0,0.06919741630554199,0.011532306671142578,34.0,18.0,0.0845956802368164,0.017952442169189453,32.0,16.0,0.0797581672668457,0.02262592315673828,32.0,16.0,0.07785582542419434,0.03512263298034668
"    Gate Qubit
0      z     2
1      x     2
2      x     0
3      z     2
4      x     1
5      y     5
6     cx   3,2
7      z     1
8      y     2
9      x     4
10     y     2
11     x     3
12     y     5
13    cx   0,1
14     z     1
15     y     5
16     y     0
17     x     0
18     y     3
19     z     0
20     x     2
21     x     6
22     x     1
23  swap   4,0
24     y     4
25     y     4",44,26,144.0,76.0,0.1070199991400974,0.013049125671386719,37.0,17.0,0.10384534199561193,0.012023448944091797,35.0,15.0,0.09962793392722916,0.020067214965820312,47.0,27.0,0.09488210542692237,0.04063725471496582,144.0,76.0,0.07218384742736816,0.008030176162719727,37.0,17.0,0.08315372467041016,0.022411823272705078,35.0,15.0,0.0852503776550293,0.024051189422607422,47.0,27.0,0.07267308235168457,0.05267024040222168
"   Gate Qubit
0     x     2
1     x     3
2     y     4
3     z     3
4     h     3
5     z     5
6     x     3
7     y     1
8     h     1
9     x     4
10    x     1
11    h     1
12    h     3
13    z     6
14    z     6
15   cx   2,6
16    h     3
17    z     1
18    y     6
19    y     6
20    h     6
21    z     4",32,22,99.0,59.0,0.1067804421099961,0.012102127075195312,15.0,11.0,0.10351387115618318,0.012440681457519531,15.0,11.0,0.09908981022087604,0.016570568084716797,15.0,11.0,0.0947427154813408,0.024047136306762695,99.0,59.0,0.06873011589050293,0.012075662612915039,15.0,11.0,0.08537054061889648,0.016031742095947266,15.0,11.0,0.08797883987426758,0.019881486892700195,15.0,11.0,0.08225607872009277,0.03260970115661621
"   Gate  Qubit
0     z      1
1     z      2
2     h      6
3     z      0
4     h      6
5     y      6
6     z      0
7     h      6
8     h      3
9     h      1
10    x      0
11    h      1
12    x      6
13    x      3
14    y      4
15    x      1
16    y      1
17    h      6
18    x      5
19    h      1
20    y      0
21    z      0
22    h      5
23    x      1
24    h      0",35,25,61.0,61.0,0.10479668368026751,0.006030559539794922,16.0,16.0,0.1030397295027778,0.012015104293823242,16.0,16.0,0.0986141716827057,0.01607990264892578,16.0,16.0,0.09410079113999492,0.016325950622558594,61.0,61.0,0.06708312034606934,0.00751185417175293,16.0,16.0,0.08121728897094727,0.02039194107055664,16.0,16.0,0.08417987823486328,0.024046659469604492,16.0,16.0,0.08016061782836914,0.021039485931396484
"   Gate Qubit
0     x     4
1     x     5
2     h     3
3    cx   3,2
4     h     4
5     h     3
6    cx   0,4
7     z     3
8     h     2
9    cx   2,6
10    z     1
11    z     4",28,12,137.0,41.0,0.1101465341012974,0.0076596736907958984,30.0,18.0,0.10334970967371387,0.008031129837036133,29.0,17.0,0.09898142577743035,0.012050390243530273,29.0,17.0,0.09501541706329517,0.03609752655029297,137.0,41.0,0.06886982917785645,0.01208043098449707,30.0,18.0,0.08960819244384766,0.01601123809814453,29.0,17.0,0.0806581974029541,0.022465944290161133,29.0,17.0,0.07219338417053223,0.038567543029785156
"  Gate  Qubit
0    z      6
1    h      2
2    x      6
3    z      0
4    y      6
5    h      6
6    y      4
7    y      6",10,8,24.0,24.0,0.10690796706929695,0.004004240036010742,9.0,9.0,0.10344798334957449,0.012015342712402344,9.0,9.0,0.09900988569266186,0.01553487777709961,9.0,9.0,0.09453761739159089,0.017568588256835938,24.0,24.0,0.06520342826843262,0.008016109466552734,9.0,9.0,0.0867302417755127,0.011536836624145508,9.0,9.0,0.08801031112670898,0.017856836318969727,9.0,9.0,0.08438754081726074,0.020049571990966797
"   Gate Qubit
0     z     6
1     x     4
2     z     3
3     z     2
4     x     1
5     y     0
6     x     2
7    cx   5,2
8     x     1
9     x     3
10    z     1
11    x     0
12    z     4
13    y     4
14    x     3
15    y     1
16    y     3
17    x     4
18    y     3
19    z     2
20    x     2
21    x     1
22    x     3
23    z     3
24    x     2
25    y     4
26    y     0",31,27,89.0,61.0,0.1061331135116178,0.011561155319213867,12.0,8.0,0.10358785259148323,0.008049726486206055,12.0,8.0,0.09916151617200956,0.012080669403076172,12.0,8.0,0.09482675839482291,0.020093679428100586,89.0,61.0,0.06689286231994629,0.012018203735351562,12.0,8.0,0.16810321807861328,0.016560792922973633,12.0,8.0,0.08422398567199707,0.01937556266784668,12.0,8.0,0.07917284965515137,0.028629302978515625
"   Gate  Qubit
0     x      6
1     z      4
2     x      5
3     x      5
4     z      1
5     x      3
6     z      1
7     x      6
8     x      4
9     z      1
10    y      4
11    x      4
12    y      3
13    x      5
14    y      5
15    x      3
16    z      6
17    z      4
18    y      6
19    z      5
20    x      5
21    x      4
22    y      0
23    y      2
24    x      3",25,25,49.0,49.0,0.10554264535866027,0.008035421371459961,9.0,9.0,0.1034597336208247,0.012526273727416992,9.0,9.0,0.09891802192946725,0.011540412902832031,9.0,9.0,0.09441054119630628,0.012042999267578125,49.0,49.0,0.06070899963378906,0.004506349563598633,9.0,9.0,0.0806572437286377,0.012516260147094727,9.0,9.0,0.08388733863830566,0.016258716583251953,9.0,9.0,0.08921599388122559,0.024045705795288086
"  Gate Qubit
0    y     6
1    y     4
2    y     0
3    z     1
4   cx   5,0
5    x     2
6    y     4",11,7,57.0,29.0,0.10795250580566655,0.009522438049316406,11.0,7.0,0.10364606960750468,0.008045196533203125,11.0,7.0,0.0992324265515141,0.01262807846069336,11.0,7.0,0.09494163770813772,0.022552967071533203,57.0,29.0,0.0692906379699707,0.008508443832397461,11.0,7.0,0.08375811576843262,0.011528491973876953,11.0,7.0,0.0909872055053711,0.01708674430847168,11.0,7.0,0.08423805236816406,0.023068904876708984
"  Gate  Qubit
0    z      5
1    z      4
2    x      2
3    z      3
4    z      3
5    x      1
6    x      2
7    x      1",8,8,8.0,8.0,0.10785266454927779,0.004506826400756836,2.0,2.0,0.10376449406125285,0.008026361465454102,2.0,2.0,0.09929213254757746,0.010056018829345703,2.0,2.0,0.09486823062200725,0.014192819595336914,8.0,8.0,0.0635366439819336,0.004617929458618164,2.0,2.0,0.08467602729797363,0.008504629135131836,2.0,2.0,0.09063124656677246,0.012433290481567383,2.0,2.0,0.08699798583984375,0.016033411026000977
"  Gate Qubit
0    h     3
1    h     2
2   cx   0,4
3   cx   3,2
4   cx   5,1
5    h     5
6    h     5
7   cx   3,4
8    h     1",30,9,125.0,37.0,0.11004609985553974,0.008171796798706055,134.0,34.0,0.1062634761951748,0.010050535202026367,149.0,37.0,0.10222560743962664,0.01604628562927246,44.0,16.0,0.09619109161725829,0.05463671684265137,110.0,34.0,0.06509852409362793,0.008145570755004883,134.0,34.0,0.08124661445617676,0.023345470428466797,124.0,32.0,0.08118295669555664,0.02857065200805664,44.0,16.0,0.0681149959564209,0.060617685317993164
"   Gate  Qubit
0     z      0
1     x      1
2     z      2
3     z      1
4     z      2
5     z      3
6     x      0
7     y      4
8     y      5
9     x      1
10    z      6
11    x      4
12    z      1",13,13,21.0,21.0,0.10709447805049904,0.004506349563598633,7.0,7.0,0.10347305806310547,0.00803375244140625,7.0,7.0,0.09905770428166921,0.012542247772216797,7.0,7.0,0.09471097142636288,0.0200345516204834,21.0,21.0,0.132781982421875,0.006013154983520508,7.0,7.0,0.08251595497131348,0.016190767288208008,7.0,7.0,0.08076071739196777,0.016039371490478516,7.0,7.0,0.08042645454406738,0.01601243019104004
"   Gate  Qubit
0     x      3
1     h      3
2     x      6
3     h      2
4     y      6
5     x      4
6     h      0
7     y      5
8     z      0
9     y      5
10    y      4
11    z      2
12    h      3
13    z      3
14    y      1
15    z      0
16    h      6
17    x      4
18    y      1
19    y      2
20    z      4
21    x      5
22    x      6
23    z      3
24    y      3
25    z      3
26    z      0
27    z      3
28    y      1
29    x      5
30    z      5
31    h      4
32    y      1
33    z      0
34    x      4
35    z      1
36    x      3
37    y      2
38    h      1",46,39,97.0,97.0,0.10273267853397713,0.007576704025268555,18.0,18.0,0.10292640986834113,0.012159585952758789,18.0,18.0,0.09845229376446506,0.01411294937133789,18.0,18.0,0.09398907256911637,0.016540050506591797,97.0,97.0,0.06038498878479004,0.008554220199584961,18.0,18.0,0.0802466869354248,0.016031265258789062,18.0,18.0,0.08504033088684082,0.022403717041015625,18.0,18.0,0.08576321601867676,0.030583620071411133
"  Gate  Qubit
0    z      6
1    x      6
2    z      0
3    h      1
4    z      3
5    x      4
6    h      2
7    z      4
8    z      3
9    y      1",12,10,18.0,18.0,0.10731566412054219,0.006516218185424805,11.0,11.0,0.1032279517323699,0.007519721984863281,11.0,11.0,0.09890472490265836,0.01603412628173828,11.0,11.0,0.09447899710666056,0.020091533660888672,18.0,18.0,0.06520771980285645,0.004019975662231445,11.0,11.0,0.08333253860473633,0.01156163215637207,11.0,11.0,0.08776569366455078,0.017569541931152344,11.0,11.0,0.08015942573547363,0.02306222915649414
"   Gate  Qubit
0     y      4
1     y      3
2     y      4
3     x      6
4     h      3
5     x      6
6     y      6
7     x      3
8     y      0
9     x      3
10    z      4
11    z      3
12    z      0
13    z      6
14    y      0
15    x      3
16    y      3
17    y      0
18    x      5
19    y      3
20    y      1
21    y      6
22    y      5",24,23,73.0,73.0,0.10414298054786453,0.008037328720092773,9.0,9.0,0.10344816429168893,0.012023210525512695,9.0,9.0,0.09895227482004124,0.013029813766479492,9.0,9.0,0.0945944167662437,0.020038366317749023,73.0,73.0,0.05967402458190918,0.008021116256713867,9.0,9.0,0.07978653907775879,0.016034841537475586,9.0,9.0,0.08438944816589355,0.021776437759399414,9.0,9.0,0.07666540145874023,0.024575233459472656
"   Gate Qubit
0     z     5
1     z     2
2     z     2
3     y     1
4     z     2
5     z     3
6     z     3
7     z     2
8     x     5
9     x     2
10    y     6
11    y     4
12    x     3
13    h     6
14    z     3
15    z     6
16    x     1
17    z     6
18   cx   2,3",24,19,52.0,36.0,0.10709583409815543,0.012558460235595703,16.0,12.0,0.1035033954429035,0.014521121978759766,16.0,12.0,0.09892778726210656,0.012061357498168945,16.0,12.0,0.09468819407092956,0.024212360382080078,52.0,36.0,0.06271600723266602,0.00806736946105957,16.0,12.0,0.06603384017944336,0.10540294647216797,16.0,12.0,0.08874654769897461,0.020578384399414062,16.0,12.0,0.07869720458984375,0.02455449104309082
"   Gate  Qubit
0     h      6
1     h      4
2     z      3
3     h      0
4     h      3
5     y      6
6     h      3
7     y      5
8     h      0
9     y      4
10    z      0
11    h      0
12    z      6
13    h      1
14    x      2
15    z      3
16    x      0",25,17,45.0,45.0,0.10577584789150307,0.008031845092773438,15.0,15.0,0.10309806166378117,0.012015581130981445,15.0,15.0,0.09863705563856086,0.014539003372192383,15.0,15.0,0.09433811343384568,0.024109363555908203,45.0,45.0,0.07358479499816895,0.008571147918701172,15.0,15.0,0.08826589584350586,0.016041994094848633,15.0,15.0,0.08942747116088867,0.019701719284057617,15.0,15.0,0.08424782752990723,0.024550676345825195
"  Gate Qubit
0    h     5
1    x     4
2    y     4
3    y     1
4    y     5
5   cx   5,2
6    h     1
7    x     0",14,8,58.0,30.0,0.10794068125117008,0.011544227600097656,13.0,9.0,0.10358660492604027,0.010531425476074219,13.0,9.0,0.09926359742010382,0.01905536651611328,13.0,9.0,0.09485922079361062,0.024041175842285156,58.0,30.0,0.0651862621307373,0.012016534805297852,13.0,9.0,0.0879366397857666,0.011533260345458984,13.0,9.0,0.08783793449401855,0.018166780471801758,13.0,9.0,0.0773158073425293,0.02458333969116211
"  Gate  Qubit
0    y      0
1    z      1
2    x      6
3    x      0
4    h      4",6,5,11.0,11.0,0.10775829696908354,0.008011341094970703,6.0,6.0,0.10353147795361888,0.008038043975830078,6.0,6.0,0.09909835894640068,0.011774063110351562,6.0,6.0,0.0946783116361776,0.016078472137451172,11.0,11.0,0.0671229362487793,0.008033514022827148,6.0,6.0,0.0932462215423584,0.014038562774658203,6.0,6.0,0.17854046821594238,0.01888108253479004,6.0,6.0,0.08424854278564453,0.01809072494506836
"   Gate Qubit
0     y     3
1     x     3
2     y     5
3     x     5
4     h     0
5     z     0
6     x     3
7     x     6
8     y     6
9     z     4
10    z     6
11    x     6
12    x     6
13    y     3
14    x     0
15    z     4
16   cx   4,0",22,17,84.0,44.0,0.10765383442767726,0.012040138244628906,9.0,5.0,0.10386581062070728,0.012528181076049805,9.0,5.0,0.09939259922740344,0.014520883560180664,9.0,5.0,0.09504775803965723,0.022095441818237305,84.0,44.0,0.0681142807006836,0.012082815170288086,9.0,5.0,0.08582019805908203,0.012020587921142578,9.0,5.0,0.08826684951782227,0.02044224739074707,9.0,5.0,0.07717370986938477,0.02405714988708496
"   Gate Qubit
0     h     6
1  swap   4,3
2     h     2
3     h     0
4     y     2
5     x     4",19,6,45.0,21.0,0.10823471381442358,0.009017467498779297,25.0,13.0,0.10369524188098614,0.0103759765625,25.0,13.0,0.09936938864906796,0.01877617835998535,25.0,13.0,0.0950291587436929,0.026551246643066406,45.0,21.0,0.06561398506164551,0.009510278701782227,25.0,13.0,0.08735775947570801,0.01562786102294922,25.0,13.0,0.09307098388671875,0.018859386444091797,25.0,13.0,0.07999086380004883,0.028618335723876953
"  Gate Qubit
0    h     6
1    y     6
2    x     0
3    h     0
4    h     2
5    h     2
6   cx   6,1
7   cx   2,5",20,8,73.0,29.0,0.10864257258619324,0.009482145309448242,16.0,8.0,0.10381649561143291,0.010480165481567383,16.0,8.0,0.09940144888328178,0.015002012252807617,16.0,8.0,0.09512874328516122,0.025713205337524414,73.0,29.0,0.0707089900970459,0.009006738662719727,16.0,8.0,0.0898740291595459,0.01247406005859375,16.0,8.0,0.08254146575927734,0.01700878143310547,16.0,8.0,0.07485318183898926,0.030766010284423828
"   Gate Qubit
0     z     6
1     x     2
2     h     1
3     y     3
4     z     1
5     h     0
6     h     2
7     h     1
8     h     3
9     h     2
10    h     2
11   cx   5,4
12    h     2
13    z     0
14    z     1
15    h     3",29,16,42.0,38.0,0.10626451478485781,0.0040171146392822266,14.0,10.0,0.10356287657365104,0.012035608291625977,14.0,10.0,0.0990898351562729,0.014035701751708984,14.0,10.0,0.09473505860151529,0.021178245544433594,42.0,38.0,0.0646352767944336,0.0072824954986572266,14.0,10.0,0.08797454833984375,0.016022920608520508,14.0,10.0,0.08840441703796387,0.021583080291748047,14.0,10.0,0.1597607135772705,0.02664494514465332
"  Gate  Qubit
0    h      5
1    z      0
2    h      5
3    y      0
4    z      4
5    z      0
6    z      4",9,7,15.0,15.0,0.10751439691911094,0.007549762725830078,2.0,2.0,0.1038442621182515,0.011494874954223633,2.0,2.0,0.09938369474058134,0.014037370681762695,2.0,2.0,0.09495594916585275,0.01800704002380371,15.0,15.0,0.06512737274169922,0.007504940032958984,2.0,2.0,0.08993339538574219,0.013260126113891602,2.0,2.0,0.08598756790161133,0.0164642333984375,2.0,2.0,0.08962726593017578,0.017864465713500977
"  Gate  Qubit
0    x      1
1    h      0
2    z      0
3    h      4",6,4,8.0,8.0,0.10784108973704765,0.0040035247802734375,7.0,7.0,0.10350723419035819,0.009519815444946289,7.0,7.0,0.09913787808765177,0.016028404235839844,7.0,7.0,0.09468644006211956,0.018967866897583008,8.0,8.0,0.0699467658996582,0.003507375717163086,7.0,7.0,0.08805179595947266,0.010604143142700195,7.0,7.0,0.08854556083679199,0.015662193298339844,7.0,7.0,0.08348345756530762,0.01819634437561035
