cost,gate count,tqc3TT,tqc3RT,tqc3GC,tqc2TT,tqc2RT,tqc2GC,tqc1TT,tqc1RT,tqc1GC,tqc0TT,tqc0RT,tqc0GC
10,6,0.0288805882136027,0.10260119438171386,5.433333333333334,0.019177905718485513,0.1081688642501831,5.433333333333334,0.01489086151123047,0.11272425651550293,5.633333333333334,0.01338210105895996,0.11170583566029867,16.2
10,7,0.026737682024637856,0.10034636656443278,8.666666666666666,0.01968983809153239,0.10831224918365479,8.666666666666666,0.01994487444559733,0.1093638022740682,8.666666666666666,0.01363229751586914,0.10711270968119303,18.333333333333332
10,8,0.028583447138468426,0.10702973206837972,9.333333333333334,0.02433617115020752,0.1082999070485433,9.333333333333334,0.018432339032491047,0.1155741294225057,9.333333333333334,0.012015350659688314,0.11260193983713786,19.733333333333334
10,9,0.027511119842529297,0.09770767688751221,7.7,0.02050184408823649,0.11382544835408528,7.7,0.018308488527933757,0.10823067824045816,7.7,0.014507222175598144,0.10868961016337077,21.666666666666668
10,10,0.026618345578511556,0.09973944822947184,5.766666666666667,0.020367884635925294,0.10540523529052734,5.766666666666667,0.018964711825052896,0.10903650124867757,5.766666666666667,0.009988808631896972,0.11010475158691406,23.733333333333334
11,1,0.02119294802347819,0.10414686997731527,3.0,0.010544037818908692,0.11495977242787679,3.0,0.009308306376139323,0.11276677449544271,3.0,0.010551730791727701,0.11373860836029052,8.1
11,3,0.02289276917775472,0.09844984213511149,3.2333333333333334,0.01526800791422526,0.11321577231089273,3.2333333333333334,0.010902802149454752,0.11300778388977051,3.2333333333333334,0.012684241930643717,0.11442283789316814,11.933333333333334
11,4,0.026743833223978677,0.10262364546457926,7.8,0.014377244313557943,0.11057603359222412,7.8,0.013031252225240071,0.11187105178833008,7.8,0.013068040211995443,0.11313502788543701,14.6
11,5,0.028366994857788087,0.10120933055877686,8.566666666666666,0.018114185333251952,0.11000299453735352,8.566666666666666,0.015808629989624023,0.11092851956685384,8.566666666666666,0.013715672492980956,0.10921286741892497,14.9
11,6,0.033724403381347655,0.09845773379007976,7.733333333333333,0.01980745792388916,0.10667185783386231,7.733333333333333,0.01803120772043864,0.10892796516418457,7.766666666666667,0.015567262967427572,0.10884951750437419,16.966666666666665
11,7,0.02863942782084147,0.10163899262746175,5.9,0.020169671376546225,0.11231840451558431,5.9,0.01614532470703125,0.10576976140340169,5.9,0.013978687922159831,0.10958810647328694,19.3
11,8,0.027416181564331055,0.11024340788523355,9.966666666666667,0.020750880241394043,0.1058379332224528,9.966666666666667,0.017813769976298015,0.1067063570022583,9.966666666666667,0.014288926124572754,0.10993774731953938,20.666666666666668
11,9,0.027102581659952798,0.10457521279652914,8.733333333333333,0.020962452888488768,0.10676416556040445,8.733333333333333,0.01838404337565104,0.10797293186187744,8.733333333333333,0.011851811408996582,0.10849952697753906,23.533333333333335
11,10,0.027929250399271646,0.10244089762369792,7.7,0.021238247553507488,0.10968174934387206,7.7,0.02144028345743815,0.11287525494893393,7.7,0.015286095937093099,0.1077505906422933,25.066666666666666
11,11,0.02539207140604655,0.10738893349965413,5.966666666666667,0.018404801686604817,0.11101514498392741,5.966666666666667,0.016962933540344238,0.11444928646087646,5.966666666666667,0.010624059041341146,0.11249569257100424,25.0
12,2,0.02208112080891927,0.10277633666992188,4.3,0.01298537254333496,0.11009070873260499,4.3,0.014671540260314942,0.11156073411305746,4.3,0.011230182647705079,0.11903627713521321,9.7
12,3,0.022619915008544923,0.10094314416249593,5.0,0.015452440579732258,0.11303359667460124,5.0,0.01184242566426595,0.1107237736384074,5.0,0.01266618569691976,0.11052560011545817,12.0
12,4,0.025418472290039063,0.09481116930643717,4.233333333333333,0.016981005668640137,0.11221865812937419,4.233333333333333,0.01250921885172526,0.11396130720774332,4.3,0.013960146903991699,0.11264981428782145,15.466666666666667
12,5,0.02704354127248128,0.10229944388071696,7.733333333333333,0.019510459899902344,0.10672282377878825,7.733333333333333,0.014934372901916505,0.1078699509302775,7.733333333333333,0.01624156634012858,0.11475536823272706,16.166666666666668
12,6,0.030984973907470702,0.10219596227010092,9.3,0.01978309154510498,0.10888407230377198,9.3,0.01743301550547282,0.10978780587514242,9.3,0.013519962628682455,0.10853261947631836,16.933333333333334
